brand,productYear,new_bool,date,price
hyundai,2007.0,False,20/03/20,380000000
kia,2019.0,False,23/03/20,630000000
hyundai,2007.0,False,11/03/20,190000000
toyota,2020.0,True,16/03/20,3958000000
mazda,2018.0,False,23/03/20,645000000
nissan,2010.0,False,22/03/20,410000000
mercedes benz,2008.0,False,22/03/20,420000000
bmw,2013.0,False,22/03/20,1120000000
toyota,2019.0,False,22/03/20,690000000
vinfast,2020.0,False,22/03/20,1129000
ford,2009.0,False,22/03/20,275000000
hyundai,2008.0,False,22/03/20,288000000
volkswagen,2013.0,False,22/03/20,1079000000
mazda,2016.0,False,22/03/20,558000000
kia,2009.0,False,22/03/20,340000000
mazda,2016.0,False,22/03/20,755000000
ford,2018.0,False,11/02/20,760000000
lexus,2015.0,False,22/03/20,4698000000
mercedes benz,2007.0,False,22/03/20,295000000
hyundai,2011.0,False,22/03/20,345000000
toyota,2020.0,True,16/03/20,1225000000
ford,2016.0,False,22/03/20,435000000
kia,2015.0,False,22/03/20,285000000
nissan,2006.0,False,21/03/20,360000000
kia,2013.0,False,21/02/20,238000000
honda,2011.0,False,21/03/20,380000000
honda,2009.0,False,01/03/20,315000000
nissan,2008.0,False,24/02/20,338000000
toyota,2010.0,False,21/03/20,545000000
mazda,2017.0,False,21/03/20,579000000
audi,2014.0,False,21/03/20,950000000
kia,2016.0,False,21/03/20,335000000
ford,2019.0,False,21/03/20,1350000000
toyota,2017.0,False,16/03/20,848000000
audi,2017.0,False,20/02/20,2100000000
mercedes benz,2010.0,False,21/03/20,489000000
daewoo,2008.0,False,21/03/20,155000000
toyota,2013.0,False,21/03/20,668000000
kia,2010.0,False,21/03/20,229000000
kia,2017.0,False,21/03/20,355000000
bmw,2017.0,False,21/03/20,30000000
honda,2016.0,False,21/03/20,425000000
mazda,2015.0,False,20/02/20,485000000
ford,2014.0,False,21/02/20,400000000
mazda,2016.0,False,25/02/20,759000000
honda,2015.0,False,20/03/20,725000000
kia,2015.0,False,20/03/20,515000000
hyundai,2015.0,False,20/03/20,770000000
mazda,2018.0,False,20/03/20,505000000
mazda,2014.0,False,20/03/20,635000000
hyundai,2016.0,False,20/03/20,900000000
toyota,2008.0,False,20/03/20,445000000
hyundai,2018.0,False,19/03/20,638000000
audi,2014.0,False,04/03/20,1190000000
infiniti,2014.0,False,21/03/20,1350000000
hyundai,2015.0,False,21/03/20,880000000
honda,2020.0,True,21/03/20,1319000000
honda,2020.0,True,21/03/20,929000000
hyundai,2019.0,False,20/03/20,1140000000
toyota,2016.0,False,20/03/20,472000000
toyota,2016.0,False,20/03/20,472000000
honda,2018.0,False,20/03/20,550000000
toyota,2020.0,True,20/03/20,570000000
toyota,2010.0,False,20/03/20,485000000
toyota,2006.0,False,20/03/20,265000000
chevrolet,2016.0,False,20/03/20,618000000
kia,2017.0,False,20/03/20,328000000
bmw,2011.0,False,20/03/20,790000000
toyota,2017.0,False,20/03/20,1020000000
toyota,2017.0,False,20/03/20,1020000000
suzuki,2016.0,False,20/03/20,615000000
suzuki,2013.0,False,20/03/20,368000000
honda,2009.0,False,20/03/20,460000000
toyota,2018.0,False,13/03/20,535000000
hyundai,2015.0,False,20/03/20,765000000
mercedes benz,2015.0,False,22/02/20,1120000000
hyundai,2017.0,False,25/02/20,485000000
mercedes benz,2011.0,False,20/03/20,575000000
hyundai,2017.0,False,20/03/20,590000000
jeep,2020.0,True,20/03/20,4160000000
bmw,2014.0,False,23/02/20,1320000000
bmw,2013.0,False,05/03/20,1120000000
bmw,2011.0,False,10/03/20,810000000
kia,2015.0,False,20/03/20,500000000
mitsubishi,2017.0,False,20/03/20,365000000
toyota,2010.0,False,20/03/20,400000000
kia,2009.0,False,20/03/20,345000000
mazda,2018.0,False,20/03/20,630000000
toyota,2020.0,True,20/03/20,1235000000
kia,2011.0,False,20/03/20,218000000
mercedes benz,2009.0,False,20/03/20,435000000
toyota,2020.0,True,20/03/20,570000000
mazda,2017.0,False,20/03/20,570000000
mercedes benz,2019.0,False,20/03/20,1658000000
nissan,2016.0,False,20/03/20,725000000
chevrolet,2016.0,False,20/03/20,250000000
vinfast,2020.0,True,20/03/20,414900000
toyota,2011.0,False,20/03/20,360000000
toyota,2016.0,False,20/03/20,470000000
toyota,2011.0,False,20/03/20,360000000
hyundai,2015.0,False,19/03/20,745000000
lexus,2007.0,False,19/03/20,555000000
toyota,2018.0,False,19/03/20,515000000
mazda,2016.0,False,15/03/20,123456789
kia,2010.0,False,19/03/20,237000000
mercedes benz,2019.0,False,19/03/20,1657000000
hyundai,2015.0,False,19/03/20,325000000
chevrolet,2015.0,False,19/03/20,230000000
mercedes benz,2015.0,False,20/02/20,995000000
honda,2014.0,False,19/03/20,443000000
honda,2009.0,False,20/02/20,460000000
mercedes benz,2017.0,False,19/03/20,1789000000
toyota,2020.0,True,18/02/20,4000000000
land rover,2015.0,False,19/03/20,3980000000
mitsubishi,2019.0,True,19/03/20,550000000
hyundai,2009.0,False,19/03/20,444000000
mitsubishi,2020.0,True,19/03/20,460000000
toyota,2003.0,False,19/03/20,313000000
honda,2009.0,False,19/03/20,290000000
hyundai,2019.0,False,03/03/20,1220000000
toyota,2017.0,False,19/03/20,875000000
land rover,2015.0,False,19/03/20,4700000000
mitsubishi,2019.0,True,19/03/20,550000000
mitsubishi,2020.0,True,19/03/20,460000000
mazda,2018.0,False,19/03/20,629000000
ford,2015.0,False,13/03/20,665000000
honda,2015.0,False,18/03/20,733000000
bmw,2015.0,False,18/03/20,920000000
mitsubishi,2019.0,False,18/03/20,568000000
mazda,2018.0,False,02/03/20,625000000
ford,2017.0,False,12/03/20,599000000
ford,2015.0,False,04/03/20,481000000
toyota,2015.0,False,04/03/20,515000000
kia,2011.0,False,18/03/20,210000000
dongben,2018.0,False,18/03/20,140000000
mazda,2017.0,False,18/03/20,575000000
toyota,2014.0,False,18/03/20,1525000000
suzuki,2016.0,False,18/03/20,615000000
bmw,2013.0,False,18/02/20,765000000
kia,2017.0,False,18/03/20,595000000
mercedes benz,2020.0,False,18/03/20,2290000000
hyundai,2010.0,False,18/03/20,325000000
mercedes benz,2012.0,False,18/03/20,920000000
hyundai,2018.0,False,18/03/20,969000000
mitsubishi,2012.0,False,18/03/20,475000000
mazda,2017.0,False,18/03/20,740000000
toyota,2012.0,False,18/03/20,430000000
porsche,2010.0,False,19/02/20,1580000000
land rover,2013.0,False,20/02/20,1260000000
porsche,2010.0,False,20/02/20,1580000000
mercedes benz,2011.0,False,20/02/20,540000000
mercedes benz,2014.0,False,24/02/20,2300000000
infiniti,2016.0,False,25/02/20,1830000000
infiniti,2016.0,False,25/02/20,1830000000
lexus,2007.0,False,03/03/20,990000000
land rover,2015.0,False,13/03/20,1690000000
lexus,2014.0,False,18/03/20,3150000000
kia,2014.0,False,18/03/20,570000000
hyundai,2007.0,False,17/02/20,400000000
ford,2011.0,False,18/03/20,430000000
mazda,2017.0,False,10/03/20,625000000
nissan,2019.0,False,17/03/20,439000000
mitsubishi,2005.0,False,17/03/20,110000000
mercedes benz,2011.0,False,17/03/20,645000000
kia,2018.0,False,17/03/20,850000000
toyota,2013.0,False,17/03/20,630000000
mercedes benz,2018.0,False,17/03/20,1520000000
hyundai,2014.0,False,17/03/20,280000000
mazda,2010.0,False,17/03/20,365000000
honda,2008.0,False,17/03/20,390000000
toyota,2017.0,False,17/03/20,3630000000
kia,2011.0,False,17/03/20,210000000
mazda,2019.0,False,17/03/20,850000000
kia,2017.0,False,17/03/20,750000000
mercedes benz,2005.0,False,17/03/20,588000000
toyota,2013.0,False,17/03/20,2200000000
mazda,2017.0,False,17/03/20,569000000
mazda,2014.0,False,17/03/20,640000000
daewoo,2010.0,False,17/03/20,275000000
mitsubishi,2018.0,False,17/02/20,665000000
honda,2017.0,False,17/02/20,545000000
nissan,2009.0,False,17/03/20,395000000
kia,2011.0,False,17/03/20,363000000
hyundai,2018.0,False,17/03/20,395000000
hyundai,2013.0,False,16/02/20,625000000
mercedes benz,2019.0,False,17/03/20,1390000000
subaru,2012.0,False,17/03/20,779000000
chevrolet,2017.0,False,04/03/20,165000000
hyundai,2019.0,False,12/03/20,529000000
hyundai,2019.0,False,07/03/20,675000000
porsche,2015.0,False,17/03/20,3099999999
kia,2011.0,False,17/03/20,210000000
ford,2020.0,True,17/03/20,1126000000
ford,2020.0,True,17/03/20,635000000
daewoo,2009.0,False,16/03/20,189000000
hyundai,2017.0,False,09/03/20,495000000
kia,2014.0,False,07/03/20,475000000
hyundai,2012.0,False,16/03/20,375000000
changhe,2016.0,False,16/03/20,168000000
suzuki,2019.0,True,16/02/20,329000000
chevrolet,2018.0,False,16/03/20,788000000
toyota,2014.0,False,16/03/20,745000000
vinfast,2020.0,True,16/03/20,414900000
mazda,2017.0,False,16/03/20,735000000
mercedes benz,2010.0,False,16/03/20,615000000
mazda,2015.0,False,16/03/20,545000000
kia,2012.0,False,16/03/20,230000000
mitsubishi,2019.0,True,16/03/20,560000000
mitsubishi,2019.0,True,16/03/20,630000000
honda,2015.0,False,16/03/20,735000000
mitsubishi,2019.0,True,16/03/20,620000000
mitsubishi,2020.0,True,16/03/20,825000000
ford,2016.0,False,16/03/20,589000000
nissan,2010.0,False,16/03/20,456000000
ford,2020.0,True,16/03/20,619000000
hyundai,2011.0,False,16/03/20,300000000
mercedes benz,2016.0,False,16/03/20,4950000000
ford,2015.0,False,16/03/20,488000000
hyundai,2019.0,False,16/03/20,1230000000
toyota,2013.0,False,16/03/20,615000000
mercedes benz,2015.0,False,16/03/20,1050000000
hyundai,2016.0,False,16/03/20,975000000
mercedes benz,2011.0,False,16/03/20,655000000
kia,2010.0,False,16/03/20,215000000
kia,2009.0,False,16/03/20,255000000
hyundai,2009.0,False,16/03/20,162000000
toyota,2015.0,False,16/03/20,3990000000
ford,2018.0,False,15/03/20,1125000000
hyundai,2015.0,False,15/03/20,485000000
hyundai,2009.0,False,15/03/20,162000000
kia,2012.0,False,15/03/20,220000000
ford,2010.0,False,15/03/20,338000000
chevrolet,2016.0,False,15/03/20,250000000
honda,2017.0,False,15/03/20,74500000
honda,2015.0,False,15/03/20,755000000
chevrolet,2017.0,False,15/03/20,179000000
kia,2016.0,False,15/03/20,570000000
mercedes benz,2010.0,False,15/03/20,405000000
kia,2011.0,False,15/03/20,365000000
mazda,2018.0,False,15/03/20,899000000
toyota,2011.0,False,15/03/20,1790000000
toyota,2015.0,False,15/03/20,1539000000
nissan,2020.0,True,15/03/20,400000000
mazda,2017.0,False,15/03/20,575000000
kia,2015.0,False,15/03/20,300000000
audi,2011.0,False,14/03/20,860000000
nissan,2016.0,False,14/03/20,390000000
toyota,2011.0,False,14/03/20,1050000000
kia,2018.0,False,14/03/20,365000000
mercedes benz,2014.0,False,14/03/20,1230000000
chevrolet,2015.0,False,14/03/20,530000000
toyota,2018.0,False,14/03/20,525000000
mercedes benz,2020.0,False,14/03/20,1750000000
suzuki,2014.0,False,14/03/20,385000000
mazda,2018.0,False,14/03/20,630000000
land rover,2010.0,False,14/03/20,1560000000
toyota,2010.0,False,14/03/20,960000000
kia,2017.0,False,14/03/20,945000000
toyota,2018.0,False,14/03/20,650000000
mazda,2018.0,False,14/03/20,598000000
kia,2013.0,False,14/03/20,480000000
hyundai,2016.0,False,14/03/20,365000000
hyundai,2009.0,False,14/03/20,295000000
mazda,2010.0,False,14/03/20,355000000
mazda,2018.0,False,14/03/20,815000000
lexus,2010.0,False,14/03/20,1180000
ford,2019.0,True,14/03/20,589000000
hyundai,2010.0,False,14/03/20,315000000
hyundai,2010.0,False,14/03/20,488000000
triumph,2020.0,True,14/03/20,70000000
kawasaki,2020.0,True,14/03/20,30000000
kawasaki,2020.0,True,14/03/20,35000000
ducati,2020.0,True,14/03/20,50000000
harley davidson,2018.0,True,14/03/20,70000000
triumph,2020.0,True,14/03/20,70000000
triumph,,True,14/03/20,60000000
kawasaki,2020.0,True,14/03/20,30000000
kawasaki,2020.0,True,14/03/20,35000000
honda,2020.0,True,14/03/20,20000000
hyundai,2010.0,False,14/02/20,360000000
lexus,2010.0,False,11/02/20,1750000000
mv agusta,2016.0,False,14/03/20,255000000
toyota,2013.0,False,13/03/20,590000000
lexus,2014.0,False,13/03/20,4399000000
porsche,2009.0,False,10/03/20,880000000
mercedes benz,2007.0,False,10/03/20,345000000
suzuki,2016.0,False,13/03/20,650000000
honda,2013.0,False,13/03/20,13000000
mercedes benz,2018.0,False,13/03/20,1980000000
ford,2012.0,False,13/03/20,285000000
honda,2011.0,False,13/03/20,395000000
daewoo,2010.0,False,13/03/20,252000000
bmw,2004.0,False,13/03/20,275000000
toyota,2010.0,False,13/03/20,390000000
mazda,2019.0,False,13/03/20,660000000
toyota,2017.0,False,13/03/20,460000000
hyundai,2018.0,False,13/03/20,535000000
mazda,2016.0,False,13/03/20,550000000
honda,2017.0,False,13/03/20,495000000
kia,2009.0,False,13/03/20,238000000
toyota,2012.0,False,13/03/20,468000000
lexus,2015.0,False,13/03/20,3150000000
kia,2013.0,False,13/03/20,250000000
suzuki,2015.0,False,13/03/20,410000000
mercedes benz,2009.0,False,13/03/20,565000000
peugeot,2020.0,True,13/03/20,1099000000
kia,2017.0,False,13/03/20,935000000
ford,2016.0,False,13/03/20,455000000
mazda,2018.0,False,13/02/20,645000000
toyota,2007.0,False,12/02/20,280000000
hyundai,2017.0,False,13/03/20,365000000
daewoo,2009.0,False,10/03/20,150000000
toyota,2014.0,False,13/03/20,346000000
ford,2019.0,True,13/03/20,619000000
hyundai,2016.0,False,13/03/20,565000000
daewoo,2006.0,False,13/03/20,155000000
honda,2008.0,False,13/03/20,345000000
honda,2011.0,False,12/03/20,410000000
ford,2017.0,False,12/03/20,769000000
toyota,2006.0,False,12/03/20,390000000
mercedes benz,2009.0,False,12/03/20,550000000
mazda,2015.0,False,12/03/20,989000000
chevrolet,2015.0,False,12/03/20,445000000
nissan,2019.0,True,12/03/20,994000000
ford,2015.0,False,12/03/20,395000000
mercedes benz,2017.0,False,12/03/20,1590000000
chevrolet,2017.0,False,11/02/20,660000000
ford,2019.0,True,12/03/20,679000000
nissan,2019.0,True,12/03/20,994000000
toyota,2016.0,False,12/03/20,810000000
mazda,2017.0,False,12/03/20,622000000
ford,2016.0,False,12/03/20,558000000
toyota,2019.0,False,12/03/20,535000000
hyundai,2014.0,False,12/03/20,320000000
land rover,2015.0,False,12/03/20,3300000000
mazda,2016.0,False,28/02/20,575000000
ford,2015.0,False,12/03/20,469000000
ford,2014.0,False,11/02/20,400000000
kia,2010.0,False,12/03/20,488000000
nissan,2019.0,True,12/03/20,810000000
volkswagen,2018.0,False,12/03/20,1499000000
ford,2011.0,False,11/03/20,430000000
hyundai,2016.0,False,11/03/20,359000000
hyundai,2019.0,True,11/03/20,1245000000
mazda,2014.0,False,04/03/20,460000000
mazda,2014.0,False,11/03/20,616000000
kia,2016.0,False,11/03/20,460000000
kia,2016.0,False,11/03/20,460000000
daewoo,2003.0,False,11/03/20,119000000
kia,2011.0,False,11/03/20,345000000
honda,2011.0,False,11/03/20,98000000
ford,2018.0,False,11/03/20,579000000
mercedes benz,2014.0,False,11/03/20,999999999
volkswagen,2013.0,False,11/03/20,640000000
toyota,2018.0,False,11/03/20,515000000
kia,2016.0,False,11/03/20,450000000
mercedes benz,2015.0,False,11/03/20,1050000000
mercedes benz,2018.0,False,11/03/20,1469000000
land rover,2015.0,False,11/03/20,3350000000
